求人年度,求人番号,受付安定所,事業所番号,インターネットへの公開,事業所名 カナ,事業所名,郵便番号（所在地）,住所（所在地）,アクセス（所在地）,代表者名,法人番号,ホームページ,従業員数（企業全体）,従業員数（就業場所）,設立,資本金,事業内容,会社の特長,雇用形態,職種,仕事の内容,郵便番号（就業場所）,住所（就業場所）,アクセス（就業場所）,求人数（通勤）,求人数（住込）,求人数（不問）,必要な知識・技能等,転勤の可能性,マイカー通勤の可否,入居可能住宅（単身用）,入居可能住宅（世帯用）,基本給,月給（基本給+手当+残業代）,賞与有無（新卒）,時間外労働の有無,時間外労働の月平均時間数,変形労働時間制の種類,休日等,就業時間1,就業時間2,就業時間3,年間休日数,複数応募の受け入れ,複数応募開始の日程,職場見学の受け入れ,職場見学の日程,課係名・役職名（担当者）,氏名（担当者）,氏名カナ（担当者）,電話番号（担当者）,FAX（担当者）,Eメール（担当者）,補足事項,特記事項,産業分類,職業分類（3桁）,職業分類（5桁）,職業分類2（3桁）,職業分類2（5桁）,就業場所住所（市区町村）,就業場所住所2（市区町村）,就業場所住所3（市区町村）,管理番号,対象学科,エリア,卒業生の入社実績,その他の分類,募集人数,来校の有無,二次募集の有無,職場見学人数,応募人数,入社人数,備考,申送り事項,公開日時,最終更新日時,登録方法,元ファイル名,職業分類（ハローワーク）大分類,職業分類（ハローワーク）中分類,職業分類（ハローワーク）小分類,職業分類（handy）大分類,職業分類（handy）中分類,職業分類2（ハローワーク）大分類,職業分類2（ハローワーク）中分類,職業分類2（ハローワーク）小分類,職業分類2（handy）大分類,職業分類2（handy）中分類,お気に入り登録数,職業分類コード（日本標準職業分類への変換）,職業分類（日本標準職業分類への変換）,職業分類2コード（日本標準職業分類への変換）,職業分類2（日本標準職業分類への変換）
2026,46080-36869,大隅公共職業安定所,4608-12258-6,可,カブシキガイシャ ジャパンファーム,株式会社 ジャパンファーム,899-7303,鹿児島県曽於郡大崎町益丸651,,代表取締役社長 長瀬 伸弘,5340001015264,https://www.japanfarm.co.jp,2000,1266,昭和44年,30億円,"ジャパンファームは、大崎町·垂水市でチキンの一貫生産·処理加
工を、伊佐市で養豚の一貫生産を行っています。岩手と千葉にチキ
ン事業所があり、幅広い事業展開を行っています。","三菱商事系列の大規模畜産企業として昭和44年設立。養鶏·養豚
の生産において国内トップクラスのシェアを誇りながら地域に密着
し安定的な経営基盤を継続しています。",正社員,総合職,"●ブロイラー、親鶏の農場で健康な鶏が育つための環境作りや飼育管理を行い
ます。鶏の飼育に伴い、夜間対応等の宿直のある農場もあります。
●工場の担当者として解体作業の習得と指導、人員管理、機械メンテンナンス
を行い、工場のスムーズな運営を行います。
●生産施設 (農場) 及び食鳥処理工場の設備、機械メンテナンスや電力管理·
廃水処理等を行う事で、農場·工場の稼働をサポートします。
●変更の範囲:会社の定める業務",899-7303,"鹿児島県曽於郡大崎町神領1046-22
鹿児島県曽於郡大崎町野方3887
鹿児島県垂水市市木5092",,7,0,0,"必須
普通自動車免許 (AT限定不可 入社後取得可) ",あり,可,あり,なし,196500,196500,あり,あり,15,変形労働時間制 (1年単位),その他,08:00-17:15,08:00-17:10,07:50-17:00,112,可,令和8年10月1日以降,可,随時,総務人事部 人事課,福永 達也,フクナガ タツヤ,099-476-0235,099-476-3172,jf-jinji@japanfarm.co.jp,"·就業場所については入社時に希望を確認し、1ヶ月の研修期間
で適性を判断のうえ決定
·欠勤の際の賃金控除は各月の所定日数を基に控除、減額
·マイカー通勤時の駐車場:駐車場あり ·利用料:無料
·キャリアアップを目的とし、社員の希望を確認したうえで
異動·転勤の可能性あり。範囲:鹿児島県内、宮崎県小林市、
岩手県、千葉県: (沖縄県、海外への可能性もあります) 
·休憩時間:垂水工場 60分、チキン生産部門:70分
·履歴書:手書き·パソコン作成どちらも可
·新卒者の入社日:令和9年4月1日 ·試用期間:最短3ヶ月","·入居可能住宅:片道40km以上あり独身者の場合は入居可。
社内規程により決定。
·応募前職場見学:随時受け付けております。
予約は電話にて承ります。
·配属先により3交替制、宿直業務のある部署があります。
·三菱商事のグループ企業です。
·既卒者の応募にはハローワークの紹介状が必要です。
※自宅で鳥類 (インコ·鶏など) の飼育をしている方の応募は
ご遠慮下さい。 (家畜伝染予防の為) ",091,072,072-02,064,064-03,鹿児島県曽於郡大崎町,鹿児島県垂水市,,0145,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46080-36869.pdf,製造・修理・塗装・製図等の職業,製品製造・加工処理工（食料品等）,食肉加工工,生産/製造に関わる,製造/加工(食料品),農林漁業の職業,農業の職業（養畜・動物飼育・植木・造園を含む）,家畜・家きん飼育作業員,農林水産業に関わる,農業,0,533,食料品製造従事者,462,養畜従事者
2026,46030-116969,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,28,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,接客·サービス(垂水市),"○当社温泉宿泊施設「温泉宿 宝箱」でのフロント受付 (チェックイン·チェ
ックアウト対応、予約確認など) をはじめ、レストランでの料理配膳、客室·
館内の清掃やベッドメイキング、備品の補充などを行うお仕事です。県内外か
らお越しくださるお客様に「また来たい」と思っていただけるような、「最高
のおもてなし」を一緒にお届けしてみませんか?
【従事すべき業務の変更範囲:会社の定める業務】
【ワークライフバランス重視求人!固定残業なし!】
◎応募前職場見学は随時受け付けております。
 (希望される場合は、事前にご連絡ください)  ★働き方改革関連認定企業★",891-2115,"鹿児島県垂水市浜平城内629
「温泉宿 宝箱」",,0,0,2,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,179000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,07:30-12:30,07:45-16:45,12:30-21:30,96,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」にて説明済",581,056,056-03,056,056-04,鹿児島県垂水市,,,0141,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-116969.pdf,サービスの職業,接客・給仕の職業,ウエイター・ウエイトレス（飲食店ホール係） 、配ぜん人,接客/サービスに関わる,接客,サービスの職業,接客・給仕の職業,旅館・ホテルフロント係,接客/サービスに関わる,接客,0,403,飲食物給仕従事者,404,身の回り世話従事者
2026,46030-112469,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,28,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,接客·サービス(垂水市),"○当社温泉宿泊施設「温泉宿 宝箱」でのフロント受付 (チェックイン·チェ
ックアウト対応、予約確認など) をはじめ、レストランでの料理配膳、客室·
館内の清掃やベッドメイキング、備品の補充などを行うお仕事です。県内外か
らお越しくださるお客様に「また来たい」と思っていただけるような、「最高
のおもてなし」を一緒にお届けしてみませんか?
【従事すべき業務の変更範囲:会社の定める業務】
【頑張りを給与に還元求人!固定残業代8時間分がつきます!】
◎応募前職場見学は随時受け付けております。
 (希望される場合は、事前にご連絡ください)  ★働き方改革関連認定企業★",891-2115,"鹿児島県垂水市浜平城内629
「温泉宿 宝箱」",,0,0,2,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,190000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,07:30-12:30,07:45-16:45,12:30-21:30,85,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市、姶良市、霧島市、枕崎
市、東京都、沖縄 県
·履歴書:手書き·パソコン作成どちらでも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」等により
説明済",581,056,056-03,056,056-04,鹿児島県垂水市,,,0136,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-112469.pdf,サービスの職業,接客・給仕の職業,ウエイター・ウエイトレス（飲食店ホール係） 、配ぜん人,接客/サービスに関わる,接客,サービスの職業,接客・給仕の職業,旅館・ホテルフロント係,接客/サービスに関わる,接客,0,403,飲食物給仕従事者,404,身の回り世話従事者
2026,46030-117869,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,14,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,発送作業員(鹿屋市),"○当社商品を全国のお客様へ発送するための、梱包、荷造り、出荷等の業務を
行っていただくお仕事です。リストを見ながら指定された商品を棚から集め、
段ボールへ。商品が傷つかないよう緩衝材を入れ、キレイに箱詰めします。
○業務で社用車 (AT車) を運転することがあります。
【従事すべき業務の変更範囲:会社の定める業務】
【ワークライフバランス重視求人!固定残業なし!】
◎応募前職場見学は随時受け付けております。 (希望される場合は、事前にご
連絡ください。) ★働き方改革関連認定企業★",893-0062,"鹿児島県鹿屋市新生町11-5 (クール物流センター) もしくは
鹿屋市今坂町9994-1 (今坂発送センター)",,0,0,1,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,179000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,08:45-18:15,,,96,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」にて説明済",581,095,095-04,039,039-02,鹿児島県鹿屋市,,,0139,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-117869.pdf,運搬・清掃・包装・選別等の職業,荷役・運搬作業員,梱包作業員,運輸/物流に関わる,倉庫/作業,事務的職業,生産関連事務の職業,出荷・受荷係事務員,事務に関わる,生産事務,0,706,荷造従事者,272,出荷・受荷事務員
2026,46030-119369,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,204,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,一般事務(鹿屋市),"○全国のお客様からの電話対応·FAXやはがき等の注文入力処理
受注業務を行います。
○受注から商品を発送するまでの事務作業やパソコンでの納品書·
送り状等の伝票出力作業、その他商品発送の補助等のお仕事です。
【従事すべき業務の変更範囲:会社の定める業務】
【ワークライフバランス重視求人!固定残業代なし!】
◎応募前職場見学は随時受け付けております。
 (希望される場合は、事前に担当者あてにご連絡ください。) 
★働き方改革関連認定企業★",893-0063,鹿児島県鹿屋市新栄町35-7 (本社),,0,0,3,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,179000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,08:45-18:05,10:50-20:10,,96,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」にて説明済",581,034,034-01,036,036-01,鹿児島県鹿屋市,,,0137,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-119369.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,事務的職業,電話・インターネットによる応接事務の職業,コールセンターオペレーター,事務に関わる,一般事務,0,257,総合事務員,256,電話応接事務員
2026,46030-120469,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,122,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,一般事務(鹿児島市鴨池),"○全国のお客様からの電話対応·FAXやはがき等の注文入力処理、受注業務
を行っていただくお仕事です。営業ノルマやこちらからの勧誘の電話は一切ご
ざいません。また、マニュアルが完備されており、隣の席には先輩スタッフが
おりますので、分からないことはあればいつでもその場で聞ける環境ですので
安心して業務に取り組めます。
【従事すべき業務の変更範囲:会社の定める業務】
【ワークライフバランス重視求人!固定残業代なし!】
◎応募前職場見学は随時受け付けております。 (希望される場合は、事前にご
連絡ください。) ☆働き方改革関連認定企業☆",890-0063,鹿児島県鹿児島市鴨池1丁目31-6 (鴨池事業所),,3,0,0,不問,あり,可,なし,なし,140000,179000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,08:45-18:05,10:50-20:10,,96,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当
◎慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」等にて説明済",581,034,034-01,036,036-01,鹿児島県鹿児島市,,,0138,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-120469.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,事務的職業,電話・インターネットによる応接事務の職業,コールセンターオペレーター,事務に関わる,一般事務,0,257,総合事務員,256,電話応接事務員
2026,46030-118069,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,30,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,製造作業員(垂水市),"○弊社の主力商品である天然アルカリ温泉水「財寳温泉」の製造に関わるお仕
事です。資材 (段ボール·キャップ·ペットボトル等) のセッティングや補充
、目視検査、機械メンテナンス等。
【従事すべき業務の変更範囲:会社の定める業務】
【ワークライフバランス重視求人!固定残業代なし!】
◎応募前職場見学は随時受け付けております! (希望される場合は、事前にご
連絡下さい。) ★働き方改革関連認定企業★",891-2115,"鹿児島県垂水市浜平城内588-1 (垂水第一工場)
もしくは、鹿児島県垂水市浜平城内594 (垂水第二工場)",,0,0,2,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,179000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,06:30-16:00,13:00-22:00,21:45-06:45,96,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) 
就業時間は垂水第一工場の就業時間となっております。
垂水第二工場については下記のとおりです。
 (1) 7:45〜17:15  (2) 10:15〜19:45","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」にて説明済",581,072,072-07,039,039-02,鹿児島県垂水市,,,0140,,,,,,,,,,,,,2026年07月03日 15:03,2026年07月03日 15:03,バーコードスキャン,求人番号_46030-118069.pdf,製造・修理・塗装・製図等の職業,製品製造・加工処理工（食料品等）,飲料・たばこ製造工,生産/製造に関わる,製造/加工(食料品),事務的職業,生産関連事務の職業,出荷・受荷係事務員,事務に関わる,生産事務,0,534,飲料・たばこ製造従事者,272,出荷・受荷事務員
2026,46030-111569,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,30,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,製造作業員(垂水市),"○弊社の主力商品である天然アルカリ温泉水「財寳温泉」の製造に関わる
お仕事です。資材 (段ボール·キャップ·ペットボトル等) のセッティングや
補充、目視検査、機械メンテナンス等。
【従事すべき業務の変更範囲:会社の定める業務】
【頑張りを給与に還元求人!固定残業代8時間分がつきます!】
◎応募前職場見学は随時受け付けております!
 (希望される場合は、事前にご連絡下さい。) 
★働き方改革関連認定企業★",891-2115,"鹿児島県垂水市浜平城内588-1  (垂水第一工場)
もしくは、鹿児島県垂水市浜平城内594  (垂水第二工場)",,0,0,2,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,190000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,06:30-16:00,13:00-22:00,21:45-06:45,85,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·転勤範囲 :鹿屋市内·垂水市内·鹿児島市内
姶良市内·霧島市内·枕崎市内·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) 
就業時間は垂水第一工場の就業時間となっております。
垂水第二工場については下記のとおりです。
 (1) 7:45〜17:15
 (2) 10:15〜19:45","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり
◎決算手当支給実績有り (2021年度から) 
◎慶弔見舞金あり
◆令和8年6月25日「公正な採用選考の為に」にて説明済み",581,072,072-07,039,039-02,鹿児島県垂水市,,,0135,,,,,,,,,,,,,2026年07月03日 14:55,2026年07月03日 14:55,バーコードスキャン,求人番号_46030-111569.pdf,製造・修理・塗装・製図等の職業,製品製造・加工処理工（食料品等）,飲料・たばこ製造工,生産/製造に関わる,製造/加工(食料品),事務的職業,生産関連事務の職業,出荷・受荷係事務員,事務に関わる,生産事務,1,534,飲料・たばこ製造従事者,272,出荷・受荷事務員
2026,46030-115669,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,122,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,一般事務(鹿児島市鴨池),"○全国のお客様からの電話対応·FAXやはがき等の注文入力処理、受注業務
を行っていただくお仕事です。営業ノルマやこちらからの勧誘の電話は一切ご
ざいません。また、マニュアルが完備されており、隣の席には先輩スタッフが
おりますので、分からないことはあればいつでもその場で聞ける環境ですので
安心して業務に取り組めます。
【従事すべき業務の変更範囲:会社の定める業務】
【頑張りを給与に還元求人!固定残業代8時間分がつきます!】
◎応募前職場見学は随時受け付けております。 (希望される場合は、事前に
ご連絡ください。) ☆働き方改革関連認定企業☆",890-0063,鹿児島県鹿児島市鴨池1丁目31-6 (鴨池事業所),,3,0,0,不問,あり,可,なし,なし,140000,190000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,08:45-18:05,10:50-20:10,,85,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当
◎慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」等にて説明済",581,034,034-01,036,036-01,鹿児島県鹿児島市,,,0133,,,,,,,,,,,,,2026年07月03日 14:55,2026年07月03日 14:55,バーコードスキャン,求人番号_46030-115669.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,事務的職業,電話・インターネットによる応接事務の職業,コールセンターオペレーター,事務に関わる,一般事務,1,257,総合事務員,256,電話応接事務員
2026,46030-114169,鹿屋公共職業安定所,4603-102728-9,可,カブシキガイシャ ザイホウ,株式会社 財宝,893-0063,鹿児島県鹿屋市新栄町35-7,,代表取締役 水迫 正章,8340001014544,http://www.zaiho.jp,688,204,昭和61年,"5,000万円","清涼飲料水の製造販売·酒類の販売。健康補助食品·特産品の販売
【パンフレットあり】","「すべての健康はまず良い水から。」全国CMでお馴染みのミネラ
ルウォーター、焼酎の通販売上20年連続日本一の会社です。安全
·安心をモットーに清涼飲料水や酒類の販売に力を入れております",正社員,一般事務(鹿屋市),"○全国のお客様からの電話対応·FAXやはがき等の注文入力処理受注業務を
行っていただくお仕事です。
○受注から商品を発送するまでの事務作業やパソコンでの納品書·送り状等の
伝票出力作業、その他商品発送の補助等のお仕事です。
【従事すべき業務の変更範囲:会社の定める業務】
【頑張りを給与に還元求人!固定残業代8時間分がついています】
◎応募前職場見学は随時受け付けております。
 (希望される場合は、事前にご連絡ください。) 
★働き方改革関連認定企業★",893-0063,鹿児島県鹿屋市新栄町35-7 (本社),,0,0,3,"必須
普通自動車免許 (AT限定可) 
*入社後取得可",あり,可,あり,なし,140000,190000,あり,あり,15,変形労働時間制 (1ヶ月単位),その他,08:45-18:05,10:50-20:10,,85,可,令和8年10月1日以降,可,随時,総務課 部長,鈴木 航,スズキ ワタル,0994-41-1111,0994-41-4111,,"·入社予定日:令和9年4月1日
·昇給額 :昨年の実績を表示しています。
·転勤範囲 :鹿屋市·垂水市·鹿児島市·姶良市·霧島市
枕崎市·東京都·沖縄県
·履歴書 :手書き·パソコン作成どちらも可
·会社概要については当社HPをご参照下さい。
 (https://zaiho-co.jp) ","◎宿舎は垂水市に社宅があります。
 (宿舎:1部屋1人、10畳/1人、寮費:17,000円/月) 
※初期費用は一切かかりません。
◎入社支度金として100,000円支給 (入社時) 
◎社員購入割引制度有り (自社商品·保養施設) 
◎インフルエンザ予防接種費用補助
◎誕生日手当あり、慶弔見舞金あり
◎決算手当支給実績有り (2021年度から) 
◆令和8年6月25日「公正な採用·選考のために」にて説明済",581,034,034-01,036,036-01,鹿児島県鹿屋市,,,0132,,,,,,,,,,,,,2026年07月03日 14:55,2026年07月03日 14:55,バーコードスキャン,求人番号_46030-114169.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,事務的職業,電話・インターネットによる応接事務の職業,コールセンターオペレーター,事務に関わる,一般事務,0,257,総合事務員,256,電話応接事務員
